id,feature_A,feature_B,target
12940,9.1692,3.5528,1
12941,5.7119,2.9625,1
12942,1.8980,3.8562,0
12943,1.8526,3.6997,0
12944,6.0200,0.6272,0
12945,4.3712,2.0194,0
12946,5.1911,3.6110,1
12947,4.0744,4.1943,1
12948,8.6822,0.5627,1
12949,8.8634,0.9363,1
12950,9.2071,2.1526,1
12951,1.7809,2.7045,0
12952,8.6539,3.7500,1
12953,2.1075,4.3728,0
12954,1.3239,2.3293,0
12955,5.3190,3.7718,1
12956,0.3040,4.2990,0
12957,9.3042,3.3043,1
12958,2.5864,3.5873,0
12959,7.1382,2.7347,1
12960,6.7151,1.7207,1
12961,5.0698,2.5425,1
12962,5.4225,0.4506,0
12963,0.1151,1.8387,0
12964,0.2488,2.0304,0
12965,1.6251,0.6716,0
12966,0.0836,2.8142,0
12967,7.9517,0.8109,1
12968,8.1452,4.6659,1
12969,3.6595,3.0023,0
12970,4.4400,1.4567,0
12971,0.1161,4.6741,0
12972,3.9412,3.3090,0
12973,4.9000,2.2670,0
12974,3.6376,3.1122,0
12975,5.7368,4.2725,1
12976,8.8869,3.1704,1
12977,8.1099,2.2476,1
12978,0.6743,3.6480,0
12979,9.9685,1.9797,1
12980,8.3181,1.1254,1
12981,8.5201,0.6153,1
12982,0.6829,3.1072,0
12983,9.9693,1.6156,1
12984,0.8494,1.9223,0
12985,0.4017,4.5234,0
12986,6.1989,3.4913,1
12987,3.7181,4.6621,1
12988,4.3304,2.7961,0
12989,8.6511,1.0305,1
12990,9.5799,3.4047,1
12991,8.3565,3.9243,1
12992,7.1907,2.5222,1
12993,4.4799,3.3039,1
12994,5.9584,1.2493,0
12995,3.4086,0.5292,0
12996,9.6360,4.5528,1
12997,1.1111,2.6227,0
12998,7.9662,2.7918,1
12999,6.8365,4.5255,1
13000,4.0702,0.6305,0
13001,6.7793,3.8499,1
13002,5.2157,2.9281,1
13003,3.2442,3.8620,0
13004,0.5146,0.5677,0
13005,0.8016,0.9893,0
13006,9.0518,2.0822,1
13007,8.6045,4.6202,1
13008,0.6646,0.1547,0
13009,4.2351,0.9571,0
13010,0.9019,1.9372,0
13011,1.9108,4.6893,0
13012,7.2278,2.6644,1
13013,7.4568,2.7695,1
13014,4.3454,2.0445,0
13015,7.2936,2.1165,1
13016,7.0524,2.0971,1
13017,7.0759,0.1542,0
13018,8.3514,2.6574,1
13019,6.4812,0.0408,0
13020,2.6092,3.4991,0
13021,5.0025,0.0994,0
13022,2.5617,3.7373,0
13023,5.9148,0.2429,0
13024,1.4747,0.0890,0
13025,8.4191,4.9764,1
13026,1.2694,2.9343,0
13027,6.2264,0.1232,0
13028,1.1029,4.2471,0
13029,6.2835,2.7972,1
13030,8.8893,1.9187,1
13031,3.2686,3.8875,0
13032,8.8330,3.2704,1
13033,4.1937,3.8883,1
13034,1.0789,2.2316,0
13035,4.2358,4.6402,1
13036,7.1022,4.1266,1
13037,2.2897,4.1097,0
13038,2.3073,2.1804,0
13039,2.2500,1.7980,0
13040,8.6036,0.9914,1
13041,3.0699,0.9531,0
13042,6.5740,0.7535,0
13043,9.5254,1.5067,1
13044,2.4740,4.8536,0
13045,5.1793,0.3414,0
13046,4.6615,3.3945,1
13047,4.6964,1.6608,0
13048,2.8893,4.2327,0
13049,7.1401,4.6890,1
13050,1.8315,1.8222,0
13051,2.9999,4.3979,0
13052,2.4193,4.8374,0
13053,6.6547,3.1720,1
13054,2.7252,0.7984,0
13055,5.3533,1.0181,0
13056,2.4973,3.0717,0
13057,4.6673,3.1975,1
13058,5.9961,3.4281,1
13059,3.9093,4.9800,1
13060,5.5305,1.1602,0
13061,3.6048,0.4091,0
13062,3.4978,2.6002,0
13063,9.7707,0.6550,1
13064,9.1375,0.7922,1
13065,6.3538,1.9395,1
13066,5.5943,1.2587,0
13067,4.0882,3.2886,0
13068,2.7854,4.2535,0
13069,4.8008,1.7234,0
13070,7.3054,0.5430,1
13071,0.5365,3.0952,0
13072,4.6952,3.8675,1
13073,4.8208,2.7656,1
13074,3.7081,4.7799,1
13075,6.4069,0.5155,0
13076,7.9894,1.8479,1
13077,3.4150,3.0080,0
13078,3.3671,2.5889,0
13079,6.1914,4.0259,1
13080,3.5320,0.8159,0
13081,6.9063,3.2095,1
13082,2.2666,2.3353,0
13083,7.3864,2.2005,1
13084,5.5097,4.3549,1
13085,7.1230,4.7221,1
13086,3.6915,2.5993,0
13087,1.2877,0.5207,0
13088,1.7829,2.5136,0
13089,8.9434,2.9764,1
13090,7.8359,3.9455,1
13091,4.0127,4.1677,1
13092,9.8167,3.2399,1
13093,4.1024,4.1541,1
13094,8.6872,3.6437,1
13095,2.7187,0.0344,0
13096,9.1986,1.1807,1
13097,4.3452,1.3895,0
13098,0.2813,0.8707,0
13099,0.4234,1.1907,0
13100,6.0367,4.2221,1
13101,8.4731,2.9491,1
13102,1.2213,3.9607,0
13103,7.2868,0.0297,0
13104,0.5684,1.7552,0
13105,2.5249,4.4615,0
13106,1.3556,0.1769,0
13107,4.5986,0.0414,0
13108,6.4729,3.7714,1
13109,3.0626,4.0811,0
13110,7.5236,0.6103,1
13111,5.7446,3.4053,1
13112,9.2355,0.5777,1
13113,1.7685,3.0721,0
13114,1.0704,4.7220,0
13115,6.7065,0.9321,1
13116,8.2727,2.0194,1
13117,7.4163,1.0923,1
13118,2.9604,0.5047,0
13119,7.8065,4.0917,1
13120,2.4059,1.2512,0
13121,9.1936,1.8360,1
13122,9.9102,2.6179,1
13123,5.8146,1.9463,1
13124,8.8177,0.0697,1
13125,8.8036,1.1729,1
13126,1.3016,3.6331,0
13127,8.6176,3.5981,1
13128,1.4266,4.6137,0
13129,1.2926,1.6116,0
13130,2.5522,1.4001,0
13131,1.6727,1.5118,0
13132,6.1401,4.5825,1
13133,8.1697,4.4849,1
13134,8.1101,1.9872,1
13135,9.4375,4.2293,1
13136,1.7006,3.4205,0
13137,3.5785,0.8879,0
13138,8.3787,0.0507,1
13139,7.0773,4.7653,1
13140,0.0058,4.2158,0
13141,8.0981,0.3350,1
13142,6.1624,2.5839,1
13143,5.2110,0.4918,0
13144,9.2504,2.5039,1
13145,8.9909,1.3460,1
13146,1.1066,1.5556,0
13147,0.2909,3.1856,0
13148,4.3953,0.1639,0
13149,1.5189,4.7748,0
13150,9.7659,3.8484,1
13151,9.8933,2.6792,1
13152,8.8640,1.1545,1
13153,1.4228,4.6114,0
13154,4.3406,3.3473,1
13155,4.0766,2.7896,0
13156,4.1455,3.8767,1
13157,5.2582,2.6082,1
13158,7.1314,2.9412,1
13159,4.3304,0.5160,0
13160,6.1204,2.7852,1
13161,3.1796,4.5005,1
13162,2.4875,0.1709,0
13163,7.8783,4.3668,1
13164,3.0147,4.4363,0
13165,5.6425,4.4323,1
13166,6.8068,2.6504,1
13167,8.7712,1.5855,1
13168,3.2541,3.7432,0
13169,4.6941,3.7015,1
13170,3.1908,0.5092,0
13171,2.2281,3.6045,0
13172,4.4542,3.4095,1
13173,6.0522,2.9382,1
13174,8.0199,3.7745,1
13175,9.1091,1.2419,1
13176,6.4455,1.3806,1
13177,0.5929,4.1501,0
13178,8.2905,4.3932,1
13179,5.7017,0.9427,0
13180,0.2268,1.2131,0
13181,2.0386,0.3046,0
13182,3.7386,4.8462,1
13183,6.9526,4.1155,1
13184,6.1086,0.1774,0
13185,7.3876,3.8146,1
13186,2.0736,1.3534,0
13187,6.6044,1.4992,1
13188,4.2991,2.2799,0
13189,9.5853,4.0565,1
13190,6.8378,4.8365,1
13191,8.1203,4.8570,1
13192,9.1878,0.7236,1
13193,3.7599,1.1090,0
13194,5.5974,2.5749,1
13195,3.2058,4.3867,1
13196,8.4685,0.6323,1
13197,2.2891,4.1925,0
13198,9.5734,3.0243,1
13199,2.3004,2.6359,0
13200,0.0728,0.9614,0
13201,8.0894,1.6383,1
13202,6.2887,0.5004,0
13203,0.8765,2.2687,0
13204,5.4903,3.3503,1
13205,9.3251,3.0094,1
13206,3.9804,3.9779,1
13207,8.1184,1.0155,1
13208,0.9372,2.5078,0
13209,0.5508,2.7478,0
13210,9.6815,0.0491,1
13211,6.2332,2.6215,1
13212,1.3608,3.7692,0
13213,7.0846,0.0483,0
13214,1.3029,1.3100,0
13215,6.6006,1.6765,1
13216,7.2235,0.6220,1
13217,7.1005,0.1729,0
13218,0.5303,2.5073,0
13219,1.7850,1.7425,0
13220,4.0096,1.7329,0
13221,3.5685,0.9486,0
13222,7.5520,2.1891,1
13223,7.7475,4.2660,1
13224,8.0767,4.4445,1
13225,7.5334,2.3788,1
13226,4.4455,2.7285,0
13227,6.7218,0.4587,0
13228,7.3607,3.1865,1
13229,0.4536,3.8953,0
13230,8.1664,2.2549,1
13231,7.3445,1.8194,1
13232,3.7077,3.7209,0
13233,6.9109,2.4625,1
13234,6.4457,3.6721,1
13235,8.9938,4.2238,1
13236,5.8082,0.6649,0
13237,4.7411,0.4872,0
13238,2.1676,3.8767,0
13239,4.3082,2.0016,0
13240,4.7226,4.8330,1
13241,5.7422,4.0421,1
13242,3.2573,3.7016,0
13243,2.5787,3.2609,0
13244,7.0740,4.0414,1
13245,0.5509,2.3384,0
13246,4.6519,1.0747,0
13247,5.5941,4.3663,1
13248,4.5669,0.3280,0
13249,7.0605,3.5765,1
13250,8.3210,0.8906,1
13251,4.2617,2.6654,0
13252,0.3312,0.4807,0
13253,0.3923,2.5598,0
13254,8.4473,1.8911,1
13255,6.4825,4.5042,1
13256,2.1626,2.7664,0
13257,4.4386,4.9664,1
13258,8.7648,3.1981,1
13259,9.3295,3.8727,1
13260,9.5160,0.1125,1
13261,5.2201,0.7654,0
13262,4.4698,1.0155,0
13263,9.1856,3.5664,1
13264,7.2322,2.2438,1
13265,6.3610,1.4948,1
13266,0.5867,3.9839,0
13267,4.8610,4.1580,1
13268,2.6882,0.9510,0
13269,7.6900,4.6395,1
13270,4.2283,1.2050,0
13271,0.9517,1.9397,0
13272,9.6042,2.5327,1
13273,0.9534,1.7883,0
13274,3.0892,2.8500,0
13275,5.8012,2.4836,1
13276,4.3898,4.9044,1
13277,1.2634,3.0742,0
13278,7.2165,4.5257,1
13279,8.7543,3.2509,1
13280,0.7540,1.8107,0
13281,4.3693,0.8279,0
13282,0.1738,3.1320,0
13283,8.1592,1.9454,1
13284,3.8859,3.4154,0
13285,9.4400,0.2048,1
13286,9.0093,3.7562,1
13287,0.2192,2.2787,0
13288,0.4502,1.3412,0
13289,1.7594,0.4450,0
13290,5.4819,0.6774,0
13291,3.3938,3.5522,0
13292,9.7364,3.4303,1
13293,9.7828,2.4234,1
13294,9.5317,0.8286,1
13295,2.5258,1.3802,0
13296,8.5821,1.4926,1
13297,3.9663,1.3766,0
13298,9.0728,3.5889,1
13299,2.8524,1.4492,0
13300,9.8432,1.2578,1
13301,5.0356,2.5401,1
13302,9.2075,0.4305,1
13303,0.4476,4.7448,0
13304,5.7766,3.1199,1
13305,2.3192,4.9113,0
13306,4.2579,0.6422,0
13307,9.9810,2.0775,1
13308,9.0298,1.6545,1
13309,2.2126,1.5865,0
13310,5.2084,0.1220,0
13311,7.9737,0.0758,1
13312,3.6642,4.7350,1
13313,7.1658,0.3506,1
13314,9.8005,0.3739,1
13315,3.7299,4.3702,1
13316,0.6448,2.9692,0
13317,7.4131,0.4599,1
13318,3.9601,0.4546,0
13319,2.2572,0.0914,0
13320,6.5075,4.2783,1
13321,7.8936,4.8190,1
13322,8.5569,1.2066,1
13323,9.8037,1.3333,1
13324,9.9162,4.9815,1
13325,1.8712,2.9107,0
13326,4.0818,2.5836,0
13327,8.9178,1.3773,1
13328,2.1595,2.4903,0
13329,3.0422,2.5599,0
13330,3.9713,4.5441,1
13331,5.3556,0.9874,0
13332,5.6752,0.1109,0
13333,8.3010,2.6580,1
13334,6.6369,1.0915,1
13335,1.4931,2.9874,0
13336,4.9676,1.7756,0
13337,8.5720,1.1977,1
13338,7.4117,1.6908,1
13339,1.9611,0.9106,0
13340,8.5246,0.5619,1
13341,8.9145,3.8486,1
13342,0.2574,4.9094,0
13343,4.5598,0.0409,0
13344,9.8231,1.7792,1
13345,5.1002,2.1123,0
13346,7.0467,4.6246,1
13347,0.7938,4.3116,0
13348,5.9436,0.1228,0
13349,4.8261,4.0452,1
13350,9.5895,0.0972,1
13351,7.9735,2.2531,1
13352,3.4187,4.3557,1
13353,0.6447,4.4124,0
13354,5.0309,2.3316,0
13355,0.1678,0.5937,0
13356,2.9232,2.2854,0
13357,5.1199,4.3905,1
13358,0.8942,1.8488,0
13359,5.1980,1.2685,0
13360,4.9303,2.2289,0
13361,2.4536,3.3044,0
13362,3.2282,1.3838,0
13363,1.8916,2.7102,0
13364,7.9561,3.4950,1
13365,1.3610,2.9234,0
13366,4.8345,3.1581,1
13367,0.5846,0.3375,0
13368,4.1080,0.0128,0
13369,6.6530,4.1913,1
13370,0.8120,3.7839,0
13371,2.7115,3.4719,0
13372,8.5478,1.9053,1
13373,7.5896,3.1654,1
13374,5.0148,2.8416,1
13375,8.5291,4.6516,1
13376,3.4140,4.0576,0
13377,3.0219,4.7630,1
13378,7.1294,0.9131,1
13379,5.0120,1.7533,0
13380,5.1240,1.1137,0
13381,7.1539,2.4898,1
13382,3.7631,2.0396,0
13383,2.4182,1.4054,0
13384,4.7394,1.1651,0
13385,2.2797,2.1348,0
13386,8.4490,4.3722,1
13387,8.9673,4.9774,1
13388,4.7500,1.0337,0
13389,9.0318,4.4760,1
13390,9.5270,1.8022,1
13391,4.1474,2.5763,0
13392,9.0046,2.3968,1
13393,3.8253,2.8295,0
13394,2.8967,1.7827,0
13395,4.5268,0.8766,0
13396,5.9127,0.0827,0
13397,9.6685,0.9361,1
13398,8.6126,2.7906,1
13399,4.9101,0.5835,0
13400,4.7770,2.1842,0
13401,9.8952,1.5959,1
13402,9.7346,1.5594,1
13403,2.3430,3.5784,0
13404,8.7674,3.6356,1
13405,7.1884,0.8255,1
13406,7.8691,2.7462,1
13407,9.5850,2.4220,1
13408,7.9686,0.8916,1
13409,9.0763,2.9420,1
13410,5.6402,3.5183,1
13411,3.4799,3.4065,0
13412,8.4553,0.5232,1
13413,0.9453,2.9029,0
13414,9.5367,0.6209,1
13415,0.4326,0.5784,0
13416,6.6822,4.2260,1
13417,8.2214,3.1061,1
13418,5.1079,1.5770,0
13419,1.4810,4.5869,0
13420,3.1103,4.5539,1
13421,1.3888,0.4131,0
13422,6.6230,3.1852,1
13423,0.8807,4.7907,0
13424,0.4303,1.1838,0
13425,7.3142,1.9449,1
13426,8.5080,0.6839,1
13427,2.9770,2.2229,0
13428,3.4305,3.1056,0
13429,0.0792,2.8844,0
13430,2.3595,1.1852,0
13431,6.1220,3.9606,1
13432,9.2801,1.2181,1
13433,4.0243,2.3080,0
13434,2.8063,0.9119,0
13435,2.0081,4.2771,0
13436,5.7015,1.0291,0
13437,1.4624,2.9894,0
13438,3.7952,2.9414,0
13439,3.1286,4.5397,1
13440,4.7908,2.6022,0
13441,1.0443,1.6027,0
13442,0.3921,0.6747,0
13443,4.2483,4.6131,1
13444,5.9553,3.3240,1
13445,2.8624,1.9487,0
13446,0.4010,2.8187,0
13447,9.5133,4.8181,1
13448,5.1256,0.6271,0
13449,8.8223,0.8626,1
13450,4.4089,1.6037,0
13451,5.2176,0.7059,0
13452,4.8649,1.5168,0
13453,0.1874,2.8599,0
13454,2.0875,4.5179,0
13455,4.1587,3.7801,1
13456,3.0258,0.7876,0
13457,8.2807,0.8294,1
13458,7.2406,2.3667,1
13459,4.7021,4.9840,1
13460,9.5688,4.4637,1
13461,8.8286,2.7295,1
13462,6.7519,0.9408,1
13463,8.1854,3.4600,1
13464,3.9072,2.1290,0
13465,6.3088,3.1179,1
13466,7.8035,4.0691,1
13467,9.8288,0.9608,1
13468,8.1646,2.5569,1
13469,7.0603,0.5284,1
13470,1.6929,3.4217,0
13471,6.9490,2.3460,1
13472,9.2237,4.3540,1
13473,6.9443,4.1397,1
13474,9.0842,4.5892,1
13475,8.5512,1.9756,1
13476,4.3848,3.4073,1
13477,7.1145,2.2146,1
13478,6.9323,3.4819,1
13479,0.8993,1.2141,0
13480,1.8699,0.5892,0
13481,4.4368,1.4581,0
13482,5.5795,1.6688,0
13483,2.0870,2.7083,0
13484,5.9709,4.2044,1
13485,0.1227,4.7125,0
13486,4.4882,4.7630,1
13487,0.2951,4.5615,0
13488,3.0149,0.9290,0
13489,6.2031,1.3384,1
13490,2.0448,4.0523,0
13491,4.7687,3.8513,1
13492,8.4173,1.0151,1
13493,4.8749,4.5377,1
13494,9.9832,2.6114,1
13495,7.2645,1.8271,1
13496,4.8406,4.2374,1
13497,5.7122,2.2037,1
13498,7.1224,3.4314,1
13499,2.5237,4.1677,0
13500,8.7078,4.6822,1
13501,7.1045,2.8702,1
13502,7.8012,4.4017,1
13503,8.0785,3.4714,1
13504,4.9986,3.8020,1
13505,9.7967,4.6820,1
13506,7.2104,3.9907,1
13507,1.9651,1.4365,0
13508,2.3088,4.4478,0
13509,4.0318,0.4806,0
13510,9.3423,3.4314,1
13511,2.3247,4.9233,0
13512,0.9420,3.4894,0
13513,7.7390,3.5847,1
13514,4.0662,4.5818,1
13515,6.4067,3.3762,1
13516,7.7096,0.8162,1
13517,1.6360,3.9718,0
13518,5.7847,2.3133,1
13519,1.0777,1.1024,0
13520,2.4314,0.5223,0
13521,6.6078,4.7872,1
13522,3.8123,3.5259,0
13523,1.4750,4.6298,0
13524,5.1271,3.9315,1
13525,8.9643,1.6058,1
13526,3.6635,3.0739,0
13527,1.7529,0.8796,0
13528,3.5960,4.2776,1
13529,9.7539,0.6403,1
13530,2.2453,3.2958,0
13531,5.5049,0.1024,0
13532,3.9095,4.8745,1
13533,6.3308,0.2924,0
13534,4.5077,2.7284,0
13535,8.3350,0.6787,1
13536,6.4063,4.7071,1
13537,2.2563,0.6545,0
13538,6.3985,4.5582,1
13539,9.4283,1.8378,1
13540,0.4751,3.8486,0
13541,7.5227,4.2756,1
13542,9.8618,2.1125,1
13543,6.7316,0.3877,0
13544,6.4707,2.2283,1
13545,6.4557,4.7214,1
13546,7.3799,2.4272,1
13547,3.8536,2.8145,0
13548,9.7872,3.6676,1
13549,2.7610,2.5464,0
13550,0.2662,2.4120,0
13551,1.5546,4.0332,0
13552,5.2024,0.3437,0
13553,4.6819,0.9308,0
13554,0.9239,0.8294,0
13555,0.2047,1.3111,0
13556,8.2913,4.1469,1
13557,7.1460,0.6607,1
13558,0.9770,1.2758,0
13559,9.1919,3.2178,1
13560,2.8184,0.5963,0
13561,5.1506,2.8335,1
13562,3.5684,4.5047,1
13563,3.1222,1.4073,0
13564,0.8489,4.7290,0
13565,3.2621,3.3800,0
13566,3.0902,2.3494,0
13567,3.5069,4.4128,1
13568,3.7364,1.4701,0
13569,2.7028,1.1330,0
13570,1.9336,1.5224,0
13571,2.5838,4.1492,0
13572,5.3124,2.9707,1
13573,4.6651,1.9907,0
13574,6.2634,0.3847,0
13575,5.6115,2.5384,1
13576,4.1467,1.2287,0
13577,8.6716,1.5229,1
13578,3.2600,4.9642,1
13579,0.9378,3.2949,0
13580,0.9200,0.1182,0
13581,1.9446,2.9272,0
13582,6.5121,2.2167,1
13583,7.4001,3.8278,1
13584,8.5101,1.5492,1
13585,6.9597,1.1119,1
13586,6.8934,2.8918,1
13587,2.6772,2.8453,0
13588,4.1086,0.1626,0
13589,1.8288,0.4290,0
13590,7.7292,1.2813,1
13591,5.5931,4.0908,1
13592,1.7423,2.6720,0
13593,3.7766,4.2283,1
13594,4.2767,4.8241,1
13595,5.8563,1.1411,0
13596,4.0596,4.1326,1
13597,4.3509,3.3081,1
13598,4.1337,2.3198,0
13599,3.1960,0.1256,0
13600,6.0796,0.8991,0
13601,4.2113,3.7759,1
13602,9.1956,3.5321,1
13603,4.1473,2.2518,0
13604,3.8318,2.4882,0
13605,0.5132,4.9873,0
13606,1.3403,0.5420,0
13607,8.0418,1.8527,1
13608,1.3654,4.7449,0
13609,2.2378,2.8121,0
13610,3.4878,1.8004,0
13611,5.7215,3.6985,1
13612,1.0659,1.0858,0
13613,4.3546,0.3153,0
13614,7.6682,3.2902,1
13615,2.4008,3.5347,0
13616,8.3339,3.8659,1
13617,6.0739,4.1132,1
13618,0.7788,0.5126,0
13619,9.6474,4.5213,1
13620,2.8369,4.0043,0
13621,4.5534,2.3896,0
13622,6.6574,3.0764,1
13623,4.8228,1.0785,0
13624,5.0346,4.8146,1
13625,6.9875,4.1104,1
13626,0.0501,0.3877,0
13627,6.5493,1.7713,1
13628,6.3039,4.4718,1
13629,2.6471,0.6067,0
13630,7.3586,3.5206,1
13631,0.0264,1.1275,0
13632,8.7578,0.9924,1
13633,0.2128,4.8077,0
13634,9.0119,3.4301,1
13635,4.6562,2.3474,0
13636,6.1788,2.8978,1
13637,0.4019,0.4961,0
13638,2.8922,4.2450,0
13639,0.7314,1.2231,0
13640,6.0541,3.1246,1
13641,5.1166,3.8991,1
13642,7.7704,2.5838,1
13643,3.2699,2.6823,0
13644,3.1607,3.0912,0
13645,8.2404,1.5501,1
13646,2.5533,4.6976,0
13647,4.2421,4.3418,1
13648,2.9082,0.9500,0
13649,2.5121,3.5103,0
13650,1.8680,3.6783,0
13651,1.8229,2.8350,0
13652,7.9404,2.6608,1
13653,9.4094,2.0981,1
13654,0.5422,2.4921,0
13655,8.8961,2.2379,1
13656,6.4772,0.0719,0
13657,1.9013,4.3565,0
13658,7.6435,0.2417,1
13659,4.8063,4.7137,1
13660,8.5557,3.3188,1
13661,4.1993,1.4666,0
13662,5.9626,3.3589,1
13663,6.5080,3.0601,1
13664,8.4704,3.6977,1
13665,5.5703,2.6350,1
13666,1.9100,2.7346,0
13667,1.2526,1.1618,0
13668,4.9283,2.0511,0
13669,3.8950,2.3507,0
13670,0.3127,0.7937,0
13671,0.9871,1.6564,0
13672,5.3797,2.2260,1
13673,5.7361,0.1314,0
13674,7.1268,2.3792,1
13675,1.5228,4.9235,0
13676,3.7223,1.4914,0
13677,7.6002,4.5224,1
13678,6.9456,1.0867,1
13679,2.9835,4.3677,0
13680,2.8859,1.7499,0
13681,7.3902,1.6890,1
13682,9.8302,4.0026,1
13683,8.8488,1.8360,1
13684,6.4826,2.4803,1
13685,3.2686,3.1161,0
13686,2.7738,2.5663,0
13687,0.0566,2.7893,0
13688,1.1778,3.9922,0
13689,8.1695,3.5820,1
13690,2.7103,4.6135,0
13691,6.2100,2.1592,1
13692,4.0770,4.3857,1
13693,4.0639,4.5495,1
13694,7.2034,2.8970,1
13695,4.1427,3.1002,0
13696,7.4649,1.7973,1
13697,3.9801,2.4705,0
13698,1.6092,1.7979,0
13699,0.4827,4.2695,0
13700,2.3880,1.1208,0
13701,7.3052,4.9379,1
13702,4.9403,4.5541,1
13703,5.3958,4.7837,1
13704,3.0512,1.7966,0
13705,3.9444,0.7772,0
13706,0.8882,0.3874,0
13707,6.0954,1.4252,1
13708,4.5304,1.7465,0
13709,9.9749,4.8294,1
13710,7.2429,1.5296,1
13711,5.7120,0.4603,0
13712,0.6282,0.9099,0
13713,2.1108,0.1151,0
13714,4.2585,1.5775,0
13715,9.2968,2.8787,1
13716,9.0946,3.0607,1
13717,2.1481,1.0176,0
13718,8.0327,4.6091,1
13719,8.5758,1.8274,1
13720,3.7349,2.8311,0
13721,7.1411,2.4132,1
13722,3.3847,0.8301,0
13723,8.0732,0.4076,1
13724,3.3688,3.0649,0
13725,2.3959,0.9198,0
13726,1.1352,1.1224,0
13727,0.5936,1.6210,0
13728,9.9108,2.9872,1
13729,0.8972,0.9441,0
13730,0.3045,2.6886,0
13731,1.3833,0.6507,0
13732,8.5695,1.6930,1
13733,3.5470,1.9575,0
13734,3.5873,1.1141,0
13735,6.3901,2.9147,1
13736,5.2689,4.2973,1
13737,6.6826,2.4412,1
13738,9.5239,4.5477,1
13739,2.6185,2.3204,0
13740,0.8382,3.5849,0
13741,7.6479,4.3961,1
13742,1.8064,0.2236,0
13743,0.7685,2.3624,0
13744,7.6595,4.6918,1
13745,7.8586,0.7659,1
13746,7.2624,4.3805,1
13747,5.7882,4.6150,1
13748,0.5578,3.7276,0
13749,0.3501,2.2082,0
13750,1.5688,0.6958,0
13751,9.3803,4.3446,1
13752,1.1853,3.2347,0
13753,1.7721,0.9049,0
13754,7.6497,3.3443,1
13755,0.4106,4.4006,0
13756,8.6137,2.4792,1
13757,5.4809,1.0382,0
13758,6.5686,0.4728,0
13759,1.7788,2.2631,0
13760,1.9089,3.0211,0
13761,6.5058,3.3435,1
13762,7.2884,0.3941,1
13763,9.9537,4.9058,1
13764,9.3700,4.4771,1
13765,6.5910,3.3827,1
13766,9.2434,4.3918,1
13767,3.8768,1.0273,0
13768,3.0960,3.8201,0
13769,8.6122,3.9887,1
13770,6.5418,4.6831,1
13771,7.2340,2.6734,1
13772,9.5640,0.4233,1
13773,5.0388,2.0574,0
13774,8.4142,3.3139,1
13775,8.8702,1.2009,1
13776,7.4038,2.6252,1
13777,7.8142,3.3342,1
13778,0.0114,0.2012,0
13779,9.6870,4.3593,1
13780,8.2839,3.1627,1
13781,6.3782,1.6100,1
13782,3.4559,0.5538,0
13783,8.6383,1.7871,1
13784,5.0027,4.0775,1
13785,9.6300,2.2572,1
13786,7.5656,0.1411,1
13787,9.1747,3.1173,1
13788,2.8295,4.6929,1
13789,2.2821,2.6353,0
13790,3.9402,3.5218,0
13791,8.3349,4.5166,1
13792,2.4363,4.8697,0
13793,6.1734,4.3077,1
13794,2.1791,3.6944,0
13795,4.6124,4.0865,1
13796,4.8704,4.0633,1
13797,1.0051,4.5797,0
13798,4.9779,0.2922,0
13799,1.2004,2.4069,0
13800,1.5695,4.1129,0
13801,2.3788,4.1336,0
13802,6.2924,1.4824,1
13803,3.1940,0.2559,0
13804,1.3762,2.3160,0
13805,8.1610,0.4360,1
13806,6.4522,2.0220,1
13807,1.8881,1.8575,0
13808,2.1885,3.4998,0
13809,9.0827,3.2388,1
13810,2.0761,0.3869,0
13811,4.3853,0.1732,0
13812,8.8043,0.6927,1
13813,1.8356,0.0143,0
13814,2.0862,0.0795,0
13815,5.2426,2.8944,1
13816,3.4226,2.6515,0
13817,9.1220,1.3549,1
13818,8.4814,0.2218,1
13819,9.1042,1.9100,1
13820,9.0533,0.4449,1
13821,7.2641,4.8389,1
13822,1.9197,4.7816,0
13823,7.9806,4.5093,1
13824,8.9577,2.4157,1
13825,2.9781,4.1364,0
13826,4.6728,3.8660,1
13827,6.0407,1.6394,1
13828,4.3415,1.9109,0
13829,2.1206,0.5952,0
13830,6.1692,4.8763,1
13831,2.0625,0.0470,0
13832,9.4742,3.0658,1
13833,4.6774,3.9286,1
13834,5.3882,2.1243,1
13835,8.0218,0.8245,1
13836,1.2824,2.1979,0
13837,2.7083,2.6571,0
13838,2.5271,4.3262,0
13839,4.3924,4.1594,1
13840,6.8851,3.5417,1
13841,1.1520,0.1022,0
13842,9.6622,4.0091,1
13843,8.5665,2.5291,1
13844,8.1547,0.2201,1
13845,0.5139,4.5072,0
13846,9.3864,3.2565,1
13847,1.7920,0.9463,0
13848,2.3710,0.9192,0
13849,8.2276,4.9133,1
13850,0.7483,4.6756,0
13851,1.6873,3.7404,0
13852,2.6586,1.7333,0
13853,7.7941,2.1578,1
13854,8.7308,1.8774,1
13855,9.3660,2.1588,1
13856,4.1615,0.1338,0
13857,1.8172,4.0397,0
13858,6.6547,0.0614,0
13859,7.9461,3.1170,1
13860,7.8328,0.5579,1
13861,9.3604,2.9368,1
13862,2.8720,1.7032,0
13863,7.9587,1.7712,1
13864,7.0732,0.2207,0
13865,7.0045,4.5741,1
13866,3.6033,2.8638,0
13867,3.7341,0.2550,0
13868,8.7508,3.5230,1
13869,2.1631,3.5276,0
13870,9.6279,4.8029,1
13871,8.9985,3.0476,1
